timestamp,obj_id,class_id,confidence,age_frames,velocity_px,aspect_ratio
1769160632.3218825,1,0,0.9122,359,3.99,1.57
1769160632.407445,1,0,0.9031,360,5.58,1.58
1769160632.4964795,1,0,0.9014,361,3.33,1.6
1769160632.5898395,1,0,0.9009,362,4.63,1.57
1769160632.6737235,1,0,0.8888,363,0.35,1.55
1769160632.7701528,1,0,0.9056,364,4.31,1.57
1769160632.8577816,1,0,0.9015,365,0.89,1.56
1769160632.945705,1,0,0.9057,366,3.3,1.57
1769160633.0329514,1,0,0.8951,367,3.49,1.55
1769160633.120328,1,0,0.9017,368,4.58,1.57
1769160633.2193851,1,0,0.9034,369,1.98,1.56
1769160633.3025966,1,0,0.8947,370,7.07,1.56
1769160633.3897762,1,0,0.9006,371,1.57,1.56
1769160633.476869,1,0,0.9036,372,2.86,1.55
1769160633.5607865,1,0,0.8984,373,0.83,1.55
1769160633.6489134,1,0,0.8991,374,4.73,1.57
1769160633.736416,1,0,0.9059,375,4.85,1.55
1769160633.8269985,1,0,0.9069,376,1.42,1.56
1769160633.916921,1,0,0.8987,377,0.84,1.54
1769160634.0025194,1,0,0.9032,378,1.82,1.54
1769160634.089867,1,0,0.9052,379,2.88,1.56
1769160634.175916,1,0,0.9074,380,2.0,1.55
1769160634.2638104,1,0,0.9006,381,7.03,1.55
1769160634.3517447,1,0,0.9098,382,4.61,1.56
1769160634.437242,1,0,0.9079,383,2.06,1.55
1769160634.5272934,1,0,0.9063,384,0.55,1.54
1769160634.6117346,1,0,0.9076,385,1.9,1.55
1769160634.7043319,1,0,0.9056,386,2.14,1.54
1769160634.789536,1,0,0.9067,387,0.74,1.55
1769160634.8798003,1,0,0.9003,388,1.3,1.54
1769160634.9710188,1,0,0.8993,389,0.05,1.53
1769160635.0647984,1,0,0.8953,390,0.56,1.55
1769160635.15296,1,0,0.905,391,0.84,1.54
1769160635.23955,1,0,0.8967,392,2.78,1.55
1769160635.3314397,1,0,0.9025,393,0.23,1.55
1769160635.4179559,1,0,0.9037,394,0.98,1.55
1769160635.5019848,1,0,0.9001,395,0.76,1.55
1769160635.5911705,1,0,0.9035,396,1.75,1.55
1769160635.6832502,1,0,0.9037,397,2.15,1.54
1769160635.7768335,1,0,0.8957,398,0.3,1.55
1769160635.8658903,1,0,0.8951,399,0.17,1.55
1769160635.954776,1,0,0.8996,400,1.44,1.55
1769160636.0418549,1,0,0.8994,401,0.57,1.55
1769160636.1248565,1,0,0.8999,402,0.68,1.55
1769160636.2108326,1,0,0.8998,403,1.93,1.55
1769160636.2973962,1,0,0.9013,404,0.95,1.54
1769160636.388249,1,0,0.9041,405,6.1,1.55
1769160636.4767227,1,0,0.894,406,5.52,1.56
1769160636.5574715,1,0,0.892,407,1.75,1.53
1769160636.6380398,1,0,0.892,408,4.37,1.53
1769160636.7200112,1,0,0.8885,409,2.93,1.53
1769160636.8007114,1,0,0.8857,410,1.5,1.52
1769160636.8829143,1,0,0.893,411,2.24,1.53
1769160636.9634638,1,0,0.8883,412,1.08,1.54
1769160637.0433092,1,0,0.9044,413,2.25,1.56
1769160637.1231134,1,0,0.909,414,4.62,1.51
1769160637.2034209,1,0,0.9021,415,3.01,1.54
1769160637.2835743,1,0,0.9005,416,1.61,1.54
1769160637.3674836,1,0,0.8997,417,3.35,1.54
1769160637.4475276,1,0,0.9053,418,8.46,1.49
1769160637.5256953,1,0,0.9093,419,7.12,1.52
1769160637.5261266,48,63,0.384,0,0.0,1.38
1769160637.6078026,1,0,0.9109,420,2.36,1.5
1769160637.6869166,1,0,0.8858,421,1.57,1.46
1769160637.7668047,1,0,0.8868,422,0.59,1.43
1769160637.8463323,1,0,0.8621,423,0.66,1.45
1769160637.9256136,1,0,0.8849,424,1.31,1.45
1769160638.006087,1,0,0.8918,425,0.32,1.44
1769160638.0886986,1,0,0.8967,426,2.23,1.43
1769160638.1731749,1,0,0.8934,427,0.56,1.43
1769160638.2586122,1,0,0.9143,428,1.43,1.44
1769160638.3378115,1,0,0.9068,429,0.59,1.44
1769160638.4260345,1,0,0.8765,430,1.0,1.44
1769160638.507109,1,0,0.8975,431,1.6,1.43
1769160638.5886803,1,0,0.8937,432,7.35,1.41
1769160638.6666212,1,0,0.877,433,2.41,1.41
1769160638.7505858,1,0,0.8734,434,13.18,1.38
1769160638.8317842,1,0,0.8856,435,2.14,1.4
1769160638.9128897,1,0,0.8846,436,2.34,1.37
1769160638.9923475,1,0,0.8955,437,0.23,1.35
1769160639.076315,1,0,0.8728,438,7.17,1.35
1769160639.153279,1,0,0.8738,439,0.58,1.32
1769160639.2304623,1,0,0.8753,440,2.29,1.32
1769160639.2308614,49,63,0.3976,0,0.0,1.34
1769160639.3126318,1,0,0.8696,441,3.66,1.3
1769160639.3130276,49,63,0.2439,1,0.27,1.36
1769160639.3482027,1,0,0.8696,442,0.36,1.3
1769160639.348612,49,63,0.2439,2,0.02,1.36
1769160639.4250948,1,0,0.8779,443,6.8,1.33
1769160639.425497,49,63,0.2092,3,0.55,1.34
1769160639.4633448,1,0,0.8779,444,0.72,1.33
1769160639.4638762,49,63,0.2092,4,0.03,1.34
1769160639.5452893,1,0,0.8997,445,6.49,1.4
1769160639.5457044,49,63,0.2571,5,0.89,1.35
1769160639.5825074,1,0,0.8997,446,0.5,1.4
1769160639.5829084,49,63,0.2571,6,0.05,1.34
1769160639.66203,1,0,0.885,447,10.33,1.36
1769160639.6624174,49,63,0.2355,7,0.97,1.36
1769160639.6981716,1,0,0.885,448,1.04,1.36
1769160639.6985536,49,63,0.2355,8,0.11,1.36
