timestamp,obj_id,class_id,confidence,age_frames,velocity_px,aspect_ratio,is_real
1770809584.5944204,18,56,0.7256,640,0,0.7,1
1770809584.5944352,19,67,0.8813,598,0,0.28,1
1770809584.6446054,1,0,0.8881,1252,1.59,1.43,1
1770809584.6446466,18,56,0.8104,642,0.77,0.7,1
1770809584.644663,19,67,0.8833,600,0.63,0.28,1
1770809584.6962554,1,0,0.8984,1254,0.27,1.44,1
1770809584.6962974,18,56,0.8283,644,0.33,0.7,1
1770809584.696314,19,67,0.8944,602,0.35,0.29,1
1770809584.6964254,1,0,0.8984,1256,0,1.44,1
1770809584.6964445,18,56,0.8283,646,0,0.7,1
1770809584.696458,19,67,0.8944,604,0,0.29,1
1770809584.7453592,1,0,0.8727,1258,0.56,1.43,1
1770809584.7454033,18,56,0.8314,648,1.02,0.69,1
1770809584.7454207,19,67,0.868,606,0.56,0.29,1
1770809584.792156,1,0,0.8868,1260,3.02,1.44,1
1770809584.7921982,18,56,0.8379,650,2.34,0.68,1
1770809584.792215,19,67,0.8972,608,0.45,0.29,1
1770809584.792325,1,0,0.8868,1262,0,1.44,1
1770809584.792344,18,56,0.8379,652,0,0.68,1
1770809584.7923577,19,67,0.8972,610,0,0.29,1
1770809584.8458984,1,0,0.886,1264,0.72,1.43,1
1770809584.845952,18,56,0.8364,654,0.7,0.68,1
1770809584.8459742,19,67,0.8637,612,0.54,0.29,1
1770809584.8972042,1,0,0.8881,1266,1.04,1.43,1
1770809584.8972468,18,56,0.7774,656,1.34,0.68,1
1770809584.8972638,19,67,0.8309,614,0.96,0.29,1
1770809584.8973737,1,0,0.8881,1268,0,1.43,1
1770809584.8973968,18,56,0.7774,658,0,0.68,1
1770809584.897418,19,67,0.8309,616,0,0.29,1
1770809585,1,0,0.8904,1270,1.46,1.43,1
1770809584.9488692,18,56,0.7409,660,2.66,0.7,1
1770809584.948891,19,67,0.8501,618,1.16,0.28,1
1770809585.0054195,1,0,0.8884,1272,1.52,1.43,1
1770809585.0054646,18,56,0.7985,662,0.82,0.69,1
1770809585.0054815,19,67,0.8112,620,0.26,0.29,1
1770809585.0055983,1,0,0.8884,1274,0,1.43,1
1770809585.005618,18,56,0.7985,664,0,0.69,1
1770809585.0056324,19,67,0.8112,622,0,0.29,1
1770809585.054059,1,0,0.8858,1276,0.75,1.43,1
1770809585.0541017,18,56,0.7799,666,1.4,0.7,1
1770809585.0541174,19,67,0.8561,624,1.04,0.28,1
1770809585.1053762,1,0,0.8864,1278,1.24,1.44,1
1770809585.1054196,18,56,0.7973,668,4.04,0.66,1
1770809585.105436,19,67,0.8434,626,1.47,0.29,1
1770809585.1055503,1,0,0.8864,1280,0,1.44,1
1770809585.1055696,18,56,0.7973,670,0,0.66,1
1770809585.105584,19,67,0.8434,628,0,0.29,1
1770809585.1550162,1,0,0.8831,1282,1.54,1.43,1
1770809585.155058,18,56,0.7141,672,0.64,0.67,1
1770809585.1550744,19,67,0.7856,630,2.52,0.29,1
1770809585.2028575,1,0,0.8694,1284,0.4,1.44,1
1770809585.2028997,18,56,0.8338,674,0.28,0.68,1
1770809585.2029164,19,67,0.8328,632,1.01,0.29,1
1770809585.2030263,1,0,0.8694,1286,0,1.44,1
1770809585.2030451,18,56,0.8338,676,0,0.68,1
1770809585.2030597,19,67,0.8328,634,0,0.29,1
1770809585.2507975,1,0,0.8801,1288,2.08,1.44,1
1770809585.250841,18,56,0.8443,678,1.06,0.68,1
1770809585.2508578,19,67,0.8204,636,0.45,0.29,1
1770809585.2995086,1,0,0.8801,1290,0.8,1.44,1
1770809585.299552,18,56,0.8443,680,0.41,0.69,1
1770809585.299569,19,67,0.8204,638,0.16,0.29,1
1770809585,1,0,0.8801,1292,0,1.44,1
1770809585.2996986,18,56,0.8443,682,0,0.69,1
1770809585.299713,19,67,0.8204,640,0,0.29,1
1770809585.3463368,1,0,0.8711,1294,0.77,1.43,1
1770809585.3463771,18,56,0.8446,684,0.78,0.7,1
1770809585.346394,19,67,0.8745,642,0.99,0.28,1
1770809585.4084983,1,0,0.8878,1296,0.27,1.43,1
1770809585.4085393,18,56,0.8386,686,1.45,0.68,1
1770809585.408555,19,67,0.7189,644,2.16,0.28,1
1770809585.4086616,1,0,0.8878,1298,0,1.43,1
1770809585.408681,18,56,0.8386,688,0,0.68,1
1770809585.4086952,19,67,0.7189,646,0,0.28,1
1770809585.4552915,1,0,0.8796,1300,0.65,1.44,1
1770809585.4553418,18,56,0.8075,690,1.4,0.7,1
1770809585.4553628,19,67,0.8277,648,0.97,0.27,1
1770809585.5088186,1,0,0.8945,1302,1.27,1.43,1
1770809585.5088704,18,56,0.7378,692,0.7,0.7,1
1770809585.508892,19,67,0.8617,650,2.35,0.28,1
1770809586,1,0,0.8945,1304,0,1.43,1
1770809585.5090537,18,56,0.7378,694,0,0.7,1
1770809585.5090728,19,67,0.8617,652,0,0.28,1
1770809585.5561783,1,0,0.8916,1306,1.15,1.42,1
1770809585.5562198,18,56,0.7693,696,1.18,0.69,1
1770809585.5562367,19,67,0.8736,654,0.14,0.28,1
1770809585.6083982,1,0,0.8917,1308,1.51,1.43,1
1770809585.608454,18,56,0.7907,698,0.88,0.68,1
1770809585.6084762,19,67,0.7864,656,3.03,0.28,1
1770809585.608616,1,0,0.8917,1310,0,1.43,1
1770809585.6086402,18,56,0.7907,700,0,0.68,1
1770809585.6086593,19,67,0.7864,658,0,0.28,1
1770809585.6592467,1,0,0.8869,1312,0.72,1.43,1
1770809585.6592994,18,56,0.767,702,0.95,0.68,1
1770809585.6593215,19,67,0.8418,660,1.63,0.28,1
1770809585.709362,1,0,0.8623,1314,0.84,1.43,1
1770809585.7094054,18,56,0.8396,704,1.04,0.7,1
1770809585.709423,19,67,0.8738,662,1.93,0.29,1
1770809585.7095342,1,0,0.8623,1316,0,1.43,1
1770809585.709553,18,56,0.8396,706,0,0.7,1
1770809585.709567,19,67,0.8738,664,0,0.29,1
1770809586,1,0,0.8822,1318,0.21,1.43,1
1770809585.7548523,18,56,0.7749,708,0.66,0.7,1
1770809585.7548783,19,67,0.883,666,0.61,0.29,1
1770809585.8043842,1,0,0.8997,1320,2.2,1.44,1
1770809585.804426,18,56,0.8146,710,0.58,0.69,1
1770809585.8044422,19,67,0.8646,668,0.12,0.28,1
1770809585.804553,1,0,0.8997,1322,0,1.44,1
1770809585.8045716,18,56,0.8146,712,0,0.69,1
1770809585.8045862,19,67,0.8646,670,0,0.28,1
1770809585.8528526,1,0,0.8814,1324,1.71,1.43,1
1770809585.852895,18,56,0.7905,714,0.43,0.69,1
1770809585.852912,19,67,0.8409,672,4.19,0.27,1
1770809585.8995683,1,0,0.8831,1326,0.41,1.44,1
1770809585.8996117,18,56,0.8311,716,0.28,0.69,1
1770809585.8996277,19,67,0.8085,674,0.89,0.28,1
1770809585.8997371,1,0,0.8831,1328,0,1.44,1
1770809585.899756,18,56,0.8311,718,0,0.69,1
1770809585.8997705,19,67,0.8085,676,0,0.28,1
1770809585.944309,1,0,0.9059,1330,0.94,1.44,1
1770809585.9443512,18,56,0.7603,720,0.31,0.7,1
1770809585.9443676,19,67,0.7975,678,0.7,0.28,1
1770809585.9939735,1,0,0.8707,1332,1.01,1.43,1
1770809585.994026,18,56,0.8598,722,1.29,0.69,1
1770809585.9940472,19,67,0.8601,680,0.22,0.28,1
1770809585.994185,1,0,0.8707,1334,0,1.43,1
1770809585.9942086,18,56,0.8598,724,0,0.69,1
1770809585.9942276,19,67,0.8601,682,0,0.28,1
1770809586.0453668,1,0,0.8769,1336,0.94,1.43,1
1770809586.0454082,18,56,0.7971,726,1.16,0.69,1
1770809586.0454247,19,67,0.7641,684,0.33,0.28,1
1770809586.0969543,1,0,0.8826,1338,1.78,1.44,1
1770809586.096999,18,56,0.7304,728,1.01,0.69,1
1770809586.0970156,19,67,0.8296,686,1.33,0.29,1
1770809586.0971267,1,0,0.8826,1340,0,1.44,1
1770809586.0971456,18,56,0.7304,730,0,0.69,1
1770809586,19,67,0.8296,688,0,0.29,1
1770809586.148012,1,0,0.8826,1342,0.67,1.45,1
1770809586.1480544,18,56,0.7304,732,0.38,0.7,1
1770809586.1480708,19,67,0.8296,690,0.51,0.29,1
1770809586.1990108,1,0,0.8775,1344,1.89,1.43,1
1770809586.1990545,18,56,0.7461,734,0.62,0.69,1
1770809586.1990714,19,67,0.8819,692,0.94,0.29,1
1770809586.1991827,1,0,0.8775,1346,0,1.43,1
1770809586.1992023,18,56,0.7461,736,0,0.69,1
1770809586.1992166,19,67,0.8819,694,0,0.29,1
1770809586.248024,1,0,0.8914,1348,3.21,1.44,1
1770809586.2480662,18,56,0.7937,738,2.17,0.68,1
1770809586.2480829,19,67,0.8474,696,0.61,0.29,1
1770809586.2970457,1,0,0.8794,1350,2.31,1.44,1
1770809586.2970889,18,56,0.6855,740,0.98,0.66,1
1770809586.297106,19,67,0.862,698,0.93,0.29,1
1770809586.297223,1,0,0.8794,1352,0,1.44,1
1770809586.2972426,18,56,0.6855,742,0,0.66,1
1770809586.2972572,19,67,0.862,700,0,0.29,1
1770809586.348097,1,0,0.8836,1354,1.32,1.44,1
1770809586.3481495,18,56,0.7117,744,2.16,0.66,1
1770809586.3481705,19,67,0.8322,702,1.02,0.29,1
1770809586.4010208,1,0,0.8849,1356,0.31,1.43,1
1770809586.4010606,18,56,0.7973,746,4.88,0.7,1
1770809586.4010775,19,67,0.8928,704,0.7,0.3,1
1770809586.4011884,1,0,0.8849,1358,0,1.43,1
1770809586.4012074,18,56,0.7973,748,0,0.7,1
1770809586.401222,19,67,0.8928,706,0,0.3,1
1770809586.4514546,1,0,0.8801,1360,0.83,1.43,1
1770809586.4514966,18,56,0.7881,750,0.45,0.69,1
1770809586.4515135,19,67,0.8866,708,0.57,0.3,1
1770809586.500033,1,0,0.8762,1362,0.76,1.43,1
1770809586.500077,18,56,0.8365,752,1.67,0.71,1
1770809586.5000937,19,67,0.8553,710,1.36,0.3,1
1770809586.5002048,1,0,0.8762,1364,0,1.43,1
1770809586.5002236,18,56,0.8365,754,0,0.71,1
1770809586.5002377,19,67,0.8553,712,0,0.3,1
1770809586.5479465,1,0,0.8853,1366,0.97,1.43,1
1770809586.547997,18,56,0.7675,756,1.46,0.69,1
1770809586.5480187,19,67,0.7575,714,2.19,0.29,1
1770809586.6107645,1,0,0.8737,1368,2.77,1.42,1
1770809586.6108062,18,56,0.8207,758,0.44,0.69,1
1770809586.610823,19,67,0.7996,716,1.58,0.3,1
1770809586.6109326,1,0,0.8737,1370,0,1.42,1
1770809586.6109524,18,56,0.8207,760,0,0.69,1
1770809586.610967,19,67,0.7996,718,0,0.3,1
1770809586.6649635,1,0,0.8705,1372,4.15,1.43,1
1770809586.6650164,18,56,0.8118,762,2.77,0.66,1
1770809586.665038,19,67,0.8656,720,0.1,0.3,1
1770809586.717168,1,0,0.8778,1374,0.99,1.42,1
1770809586.7172177,18,56,0.7511,764,0.67,0.67,1
1770809586.717239,19,67,0.8396,722,0.28,0.29,1
1770809586.7173789,1,0,0.8778,1376,0,1.42,1
1770809586.7174022,18,56,0.7511,766,0,0.67,1
1770809586.7174215,19,67,0.8396,724,0,0.29,1
1770809586.763948,1,0,0.8908,1378,0.81,1.43,1
1770809586.7639902,18,56,0.8294,768,1.77,0.69,1
1770809586.7640076,19,67,0.8104,726,1.1,0.3,1
1770809586.8108916,1,0,0.87,1380,0.34,1.42,1
1770809586.8109355,18,56,0.8426,770,2.68,0.72,1
1770809586.8109534,19,67,0.8865,728,0.23,0.3,1
1770809586.8110645,1,0,0.87,1382,0,1.42,1
1770809586.8110838,18,56,0.8426,772,0,0.72,1
1770809586.811098,19,67,0.8865,730,0,0.3,1
1770809586.8643663,1,0,0.876,1384,0.55,1.43,1
1770809586.8644202,18,56,0.8071,774,1.68,0.73,1
1770809586.8644426,19,67,0.8387,732,0.16,0.29,1
1770809586.914987,1,0,0.8886,1386,1.53,1.43,1
1770809586.9150372,18,56,0.8426,776,3.68,0.7,1
1770809586.9150596,19,67,0.8628,734,0.53,0.29,1
1770809586.9151988,1,0,0.8886,1388,0,1.43,1
1770809586.915223,18,56,0.8426,778,0,0.7,1
1770809586.915242,19,67,0.8628,736,0,0.29,1
1770809586.9609206,1,0,0.8886,1390,0.59,1.43,1
1770809586.9609642,18,56,0.8426,780,1.33,0.69,1
1770809586.9609804,19,67,0.8628,738,0.2,0.29,1
1770809587.0087636,1,0,0.8872,1392,1.63,1.43,1
1770809587.0088148,18,56,0.823,782,0.62,0.68,1
1770809587.0088372,19,67,0.8945,740,0.15,0.3,1
1770809587.0089774,1,0,0.8872,1394,0,1.43,1
1770809587.0090013,18,56,0.823,784,0,0.68,1
1770809587.0090203,19,67,0.8945,742,0,0.3,1
1770809587.0578055,1,0,0.8693,1396,0.83,1.43,1
1770809587.0578496,18,56,0.8603,786,1.23,0.68,1
1770809587.0578666,19,67,0.8808,744,0.36,0.3,1
1770809587.103856,1,0,0.8682,1398,1.1,1.43,1
1770809587.1038978,18,56,0.846,788,2.77,0.7,1
1770809587.103915,19,67,0.7478,746,2.87,0.29,1
1770809587.1040258,1,0,0.8682,1400,0,1.43,1
1770809587.1040452,18,56,0.846,790,0,0.7,1
1770809587.1040597,19,67,0.7478,748,0,0.29,1
1770809587.1505122,1,0,0.8887,1402,1,1.44,1
1770809587.1505704,18,56,0.8168,792,0.54,0.7,1
1770809587.1505978,19,67,0.833,750,0.66,0.29,1
1770809587.1976738,1,0,0.8807,1404,2.35,1.43,1
1770809587.197715,18,56,0.7667,794,0.4,0.7,1
1770809587.1977332,19,67,0.9051,752,0.42,0.28,1
1770809587.197844,1,0,0.8807,1406,0,1.43,1
1770809587.1978629,18,56,0.7667,796,0,0.7,1
1770809587.197878,19,67,0.9051,754,0,0.28,1
1770809587.2491848,1,0,0.8658,1408,0.8,1.43,1
1770809587.2492275,18,56,0.7268,798,0.6,0.68,1
1770809587.2492442,19,67,0.7815,756,1.07,0.28,1
1770809587.2969084,1,0,0.8859,1410,0.68,1.44,1
1770809587.2969508,18,56,0.8324,800,1.82,0.7,1
1770809587.2969675,19,67,0.8214,758,0.49,0.29,1
1770809587.2970765,1,0,0.8859,1412,0,1.44,1
1770809587.2970955,18,56,0.8324,802,0,0.7,1
1770809587.2971094,19,67,0.8214,760,0,0.29,1
1770809587.347601,1,0,0.8802,1414,0.36,1.44,1
1770809587.3476515,18,56,0.8465,804,2.68,0.69,1
1770809587.3476737,19,67,0.77,762,1.36,0.29,1
1770809587.4029343,1,0,0.8769,1416,3.47,1.42,1
1770809587.402984,18,56,0.8004,806,1.72,0.7,1
1770809587.4030068,19,67,0.7572,764,5.02,0.29,1
1770809587.4031472,1,0,0.8769,1418,0,1.42,1
1770809587.4031725,18,56,0.8004,808,0,0.7,1
1770809587.4031923,19,67,0.7572,766,0,0.29,1
1770809587.4481375,1,0,0.8769,1420,1.29,1.42,1
1770809587.4481878,18,56,0.8004,810,0.8,0.71,1
1770809587.4482088,19,67,0.7572,768,1.79,0.29,1
1770809587.4990814,1,0,0.8876,1422,1.03,1.42,1
1770809587.4991336,18,56,0.8503,812,0.22,0.71,1
1770809587.5499914,1,0,0.9133,1424,4.14,1.44,1
1770809587.5500348,18,56,0.7962,814,2.08,0.69,1
1770809587.600536,1,0,0.9159,1426,0.57,1.45,1
1770809587.600597,18,56,0.8174,816,0.67,0.69,1
1770809587.652238,1,0,0.9085,1428,2.13,1.44,1
1770809587.6522796,18,56,0.8601,818,0.66,0.68,1
1770809587.706218,1,0,0.9169,1430,0.84,1.44,1
1770809587.706272,18,56,0.8498,820,0.67,0.69,1
1770809587.7549324,1,0,0.9158,1432,1.59,1.45,1
1770809587.7549734,18,56,0.8529,822,2.17,0.7,1
1770809587.8047383,1,0,0.9199,1434,0.66,1.45,1
1770809587.8047934,18,56,0.8076,824,0.33,0.7,1
1770809587.8596578,1,0,0.9236,1436,1.03,1.45,1
1770809587.8597095,18,56,0.8092,826,0.18,0.7,1
1770809587.9108229,1,0,0.9193,1438,1.56,1.46,1
1770809587.9108722,18,56,0.8469,828,1.08,0.72,1
1770809587.9637911,1,0,0.8975,1440,3.33,1.48,1
1770809587.9638376,18,56,0.8234,830,0.62,0.72,1
1770809588.0151014,1,0,0.8991,1442,1.64,1.46,1
1770809588.0151443,18,56,0.827,832,2.68,0.69,1
1770809588.065652,1,0,0.8958,1444,0.93,1.47,1
1770809588.065693,18,56,0.8197,834,2.37,0.71,1
1770809588.1130884,1,0,0.8996,1446,0.67,1.47,1
1770809588.113152,18,56,0.756,836,1.92,0.73,1
1770809588.1680894,1,0,0.903,1448,1.52,1.47,1
1770809588.1681347,18,56,0.8263,838,3.32,0.72,1
1770809588.2260413,1,0,0.9025,1450,2.14,1.45,1
1770809588.2260911,18,56,0.7532,840,3.55,0.67,1
1770809588.2758665,1,0,0.8842,1452,0.64,1.45,1
1770809588.2759066,18,56,0.8373,842,4.22,0.71,1
1770809588.3259935,1,0,0.8909,1454,1.82,1.46,1
1770809588.3260543,18,56,0.8258,844,0.51,0.7,1
1770809588.380397,1,0,0.8684,1456,2.85,1.45,1
1770809588.3804402,18,56,0.8779,846,1.42,0.7,1
1770809588.4341972,1,0,0.8544,1458,1.51,1.45,1
1770809588.434247,18,56,0.7921,848,0.44,0.69,1
1770809588.488548,1,0,0.8887,1460,1.17,1.45,1
1770809588.488599,18,56,0.8934,850,2.44,0.73,1
1770809588.5393364,1,0,0.8911,1462,0.94,1.45,1
1770809588.539378,18,56,0.8367,852,0.95,0.72,1
1770809588.5895414,1,0,0.8784,1464,1.72,1.46,1
1770809588.5895925,18,56,0.8384,854,0.7,0.72,1
1770809588.6411052,1,0,0.8907,1466,1.32,1.45,1
1770809588.6411483,18,56,0.8126,856,0.54,0.71,1
1770809588.696102,1,0,0.8901,1468,0.7,1.46,1
1770809588.6961546,18,56,0.7216,858,2.3,0.68,1
1770809588.746777,1,0,0.8847,1470,1.83,1.45,1
1770809588.7468204,18,56,0.8827,860,1.83,0.7,1
1770809588.801034,1,0,0.885,1472,1,1.45,1
1770809588.8010852,18,56,0.8015,862,0.33,0.7,1
1770809588.858881,1,0,0.8679,1474,0.47,1.46,1
1770809588.858936,18,56,0.8487,864,0.25,0.7,1
1770809588.9146974,1,0,0.8884,1476,1.2,1.45,1
1770809588.9147484,18,56,0.8606,866,0.14,0.71,1
1770809588.964377,1,0,0.9,1478,0.46,1.44,1
1770809588.9644198,18,56,0.8546,868,1.3,0.7,1
1770809589.0141814,1,0,0.8832,1480,1.55,1.44,1
1770809589.014234,18,56,0.7621,870,1.34,0.68,1
1770809589.0694182,1,0,0.8686,1482,0.74,1.44,1
1770809589.0694623,18,56,0.8224,872,1.93,0.7,1
1770809589.1229382,1,0,0.8914,1484,3.19,1.47,1
1770809589.122982,18,56,0.8105,874,3.55,0.68,1
1770809589.1737363,1,0,0.8839,1486,1.04,1.47,1
1770809589.1737795,18,56,0.8079,876,0.73,0.68,1
1770809589.230155,1,0,0.8877,1488,0.81,1.47,1
1770809589.2301989,18,56,0.8503,878,1.9,0.69,1
1770809589.2791374,1,0,0.883,1490,0.67,1.48,1
1770809589.2792268,18,56,0.7252,880,4.11,0.67,1
1770809589.3282566,1,0,0.885,1492,0.96,1.47,1
1770809589.3282986,18,56,0.8061,882,1.82,0.69,1
1770809589.3778813,1,0,0.8911,1494,0.68,1.47,1
1770809589.3779306,18,56,0.6884,884,2.57,0.69,1
1770809589.4288106,1,0,0.869,1496,0.13,1.47,1
1770809589.4288547,18,56,0.5661,886,1.44,0.67,1
1770809589.4823089,1,0,0.8624,1498,4.06,1.45,1
1770809589.4823587,18,56,0.6319,888,1.9,0.68,1
1770809589.539475,1,0,0.8651,1500,1.25,1.45,1
1770809589.5395262,18,56,0.8137,890,2.41,0.68,1
1770809589.5939438,1,0,0.8619,1502,2.47,1.46,1
1770809589.5939956,18,56,0.7449,892,1.6,0.69,1
1770809589.644915,1,0,0.834,1504,2.74,1.48,1
1770809589.6449575,18,56,0.8443,894,1.13,0.69,1
1770809589.644974,28,67,0.6656,0,0,0.31,1
1770809589.6450858,1,0,0.834,1506,0,1.48,1
1770809589.6451051,18,56,0.8443,896,0,0.69,1
1770809589.6451194,28,67,0.6656,2,0,0.31,1
1770809589.6991308,1,0,0.8591,1508,1.73,1.5,1
1770809589.6991744,18,56,0.731,898,1.1,0.71,1
1770809589.6991916,28,67,0.8666,4,15.38,0.31,1
1770809589.749315,1,0,0.8954,1510,4.05,1.48,1
1770809589.7493572,18,56,0.7977,900,1.73,0.69,1
1770809589.749374,28,67,0.7697,6,28.64,0.29,1
1770809589.7494867,1,0,0.8954,1512,0,1.48,1
1770809589.7495053,18,56,0.7977,902,0,0.69,1
1770809589.7495198,28,67,0.7697,8,0,0.29,1
1770809589.8033178,1,0,0.8787,1514,2.02,1.48,1
1770809589.8033695,18,56,0.6794,904,1.34,0.68,1
1770809589.8033912,28,67,0.7622,10,12.74,0.27,1
1770809589.851479,1,0,0.8811,1516,1.48,1.47,1
1770809589.851521,18,56,0.7654,906,0.25,0.69,1
1770809589.8515382,28,67,0.777,12,6.39,0.27,1
1770809589.8516502,1,0,0.8811,1518,0,1.47,1
1770809590,18,56,0.7654,908,0,0.69,1
1770809589.8516843,28,67,0.777,14,0,0.27,1
1770809589.8998656,1,0,0.8856,1520,0.67,1.47,1
1770809589.8999217,18,56,0.8315,910,0.48,0.69,1
1770809589.899943,28,67,0.7781,16,2.18,0.27,1
1770809589.9542017,1,0,0.8883,1522,0.05,1.47,1
1770809589.954259,18,56,0.8222,912,0.61,0.69,1
1770809589.9542816,28,67,0.7095,18,1.51,0.28,1
1770809590,1,0,0.8883,1524,0,1.47,1
1770809589.9544542,18,56,0.8222,914,0,0.69,1
1770809589.9544735,28,67,0.7095,20,0,0.28,1
1770809590.0050368,1,0,0.8716,1526,0.71,1.48,1
1770809590.0050893,18,56,0.8327,916,1.54,0.71,1
1770809590.0051107,28,67,0.7803,22,6.39,0.25,1
1770809590.0583303,1,0,0.8779,1528,3.57,1.47,1
1770809590.0583816,18,56,0.8642,918,1.44,0.72,1
1770809590.0584023,28,67,0.743,24,2.52,0.25,1
1770809590.0585446,1,0,0.8779,1530,0,1.47,1
1770809590.0585687,18,56,0.8642,920,0,0.72,1
1770809590.0585885,28,67,0.743,26,0,0.25,1
1770809590.1073344,1,0,0.8733,1532,1.24,1.47,1
1770809590.1073847,18,56,0.5064,922,3.3,0.69,1
1770809590.107406,28,67,0.8014,28,1.48,0.26,1
1770809590.1619377,1,0,0.8733,1534,0.24,1.46,1
1770809590.1619897,18,56,0.828,924,1.3,0.7,1
1770809590.162011,28,67,0.7987,30,0.46,0.27,1
1770809590.1621516,1,0,0.8733,1536,0,1.46,1
1770809590.1621754,18,56,0.828,926,0,0.7,1
1770809590.162195,28,67,0.7987,32,0,0.27,1
1770809590.2169025,1,0,0.8609,1538,2.34,1.48,1
1770809590.216965,18,56,0.8172,928,0.3,0.7,1
1770809590.2169952,28,67,0.7344,34,1.41,0.27,1
1770809590.272839,1,0,0.8809,1540,0.88,1.49,1
1770809590,18,56,0.8234,930,0.16,0.7,1
1770809590.2728963,28,67,0.7016,36,1.73,0.26,1
1770809590.273006,1,0,0.8809,1542,0,1.49,1
1770809590.2730253,18,56,0.8234,932,0,0.7,1
1770809590.2730396,28,67,0.7016,38,0,0.26,1
1770809590.321236,1,0,0.872,1544,0.62,1.49,1
1770809590.3212776,18,56,0.8516,934,0.28,0.69,1
1770809590.3212938,28,67,0.7633,40,1.26,0.27,1
1770809590.371776,1,0,0.8687,1546,3.06,1.48,1
1770809590.371819,18,56,0.8214,936,1.64,0.67,1
1770809590.3718357,28,67,0.7144,42,0.52,0.29,1
1770809590.3719454,1,0,0.8687,1548,0,1.48,1
1770809590.3719645,18,56,0.8214,938,0,0.67,1
1770809590.3719788,28,67,0.7144,44,0,0.29,1
1770809590.4263115,1,0,0.8605,1550,0.85,1.47,1
1770809590.4263625,18,56,0.8035,940,0.98,0.67,1
1770809590.426384,28,67,0.8109,46,1.46,0.29,1
1770809590.4784722,1,0,0.8597,1552,2.88,1.47,1
1770809590.4785154,18,56,0.324,942,1.17,0.66,1
1770809590.4785316,28,67,0.7378,48,0.94,0.29,1
1770809590.4786508,1,0,0.8597,1554,0,1.47,1
1770809590.478671,18,56,0.324,944,0,0.66,1
1770809590.4786851,28,67,0.7378,50,0,0.29,1
1770809590.5252066,1,0,0.8769,1556,1.36,1.48,1
1770809590.525248,18,56,0.859,946,2.96,0.7,1
1770809590.5252657,28,67,0.8117,52,0.3,0.27,1
1770809590.570663,1,0,0.8474,1558,2.33,1.47,1
1770809590.570705,18,56,0.8223,948,2.3,0.72,1
1770809590.570721,28,67,0.8645,54,1.89,0.27,1
1770809590.5708334,1,0,0.8474,1560,0,1.47,1
1770809590.5708528,18,56,0.8223,950,0,0.72,1
1770809590.5708673,28,67,0.8645,56,0,0.27,1
1770809590.6208694,1,0,0.8436,1562,2.96,1.49,1
1770809590.620922,18,56,0.7658,952,2.15,0.7,1
1770809590.620943,28,67,0.7945,58,1.69,0.27,1
1770809590.6690383,1,0,0.8652,1564,1.78,1.5,1
1770809591,18,56,0.8293,954,1.17,0.69,1
1770809590.6691122,28,67,0.7926,60,0.21,0.28,1
1770809590.6692517,1,0,0.8652,1566,0,1.5,1
1770809590.6692748,18,56,0.8293,956,0,0.69,1
1770809590.6692936,28,67,0.7926,62,0,0.28,1
1770809590.7173023,1,0,0.8686,1568,3.03,1.48,1
1770809590.7173443,18,56,0.7206,958,1.22,0.71,1
1770809590.7173612,28,67,0.6821,64,0.31,0.28,1
1770809590.7642634,1,0,0.8646,1570,1.32,1.47,1
1770809590.7643054,18,56,0.7561,960,1.56,0.71,1
1770809590.7643223,28,67,0.7112,66,0.58,0.27,1
1770809590.764434,1,0,0.8646,1572,0,1.47,1
1770809590.7644536,18,56,0.7561,962,0,0.71,1
1770809590.7644677,28,67,0.7112,68,0,0.27,1
1770809590.813373,1,0,0.8728,1574,0.3,1.47,1
1770809590.8134272,18,56,0.7978,964,1.29,0.7,1
1770809590.8134496,28,67,0.6574,70,0.84,0.26,1
1770809590.861415,1,0,0.8669,1576,1.68,1.48,1
1770809590.8614564,18,56,0.8992,966,0.84,0.71,1
1770809590.861473,28,67,0.706,72,0.5,0.28,1
1770809590.861585,1,0,0.8669,1578,0,1.48,1
1770809590.8616035,18,56,0.8992,968,0,0.71,1
1770809590.861617,28,67,0.706,74,0,0.28,1
1770809590.914796,1,0,0.8672,1580,1.76,1.48,1
1770809590.9148388,18,56,0.8205,970,1.88,0.7,1
1770809590.914857,28,67,0.7045,76,0.72,0.27,1
1770809590.9631343,1,0,0.8696,1582,0.37,1.48,1
1770809590.9631774,18,56,0.8435,972,2.39,0.72,1
1770809590.9631944,28,67,0.7296,78,2.22,0.28,1
1770809590.9633076,1,0,0.8696,1584,0,1.48,1
1770809590.9633272,18,56,0.8435,974,0,0.72,1
1770809590.9633417,28,67,0.7296,80,0,0.28,1
1770809591,1,0,0.8657,1586,0.61,1.47,1
1770809591.015423,18,56,0.8031,976,1.93,0.69,1
1770809591.0154448,28,67,0.71,82,2.77,0.28,1
1770809591.0656354,1,0,0.8503,1588,0.59,1.48,1
1770809591.065679,18,56,0.7913,978,0.77,0.7,1
1770809591.0656958,28,67,0.6034,84,1.46,0.28,1
1770809591.0658057,1,0,0.8503,1590,0,1.48,1
1770809591.0658245,18,56,0.7913,980,0,0.7,1
1770809591.0658386,28,67,0.6034,86,0,0.28,1
1770809591.1161664,1,0,0.8785,1592,1.78,1.48,1
1770809591.1162076,18,56,0.8479,982,0.34,0.7,1
1770809591.1162243,28,67,0.6907,88,0.49,0.27,1
1770809591.1643028,1,0,0.8709,1594,0.98,1.47,1
